663609,0.349
663611,0.29
663616,0.425
663624,0.4
663630,0.383
663647,0.384
663656,0.393
663697,0.356
663698,0.272
663728,0.415
663743,0.267
663757,0.343
663796,0.309
663837,0.36
663845,0.402
663853,0.38
663886,0.371
663898,0.358
663905,0.221
663993,0.388
664023,0.383
664029,0.278
664034,0.329
664040,0.408
664056,0.299
664057,0.225
664058,0.275
664059,0.313
664238,0.43
664314,0.336
664702,0.288
664728,0.326
664761,0.359
664774,0.363
664874,0.334
664901,0.256
664913,0.37
664954,0.273
664983,0.313
665019,0.356
665120,0.295
665155,0.282
665161,0.354
665487,0.392
665489,0.356
665506,0.405
665742,0.426
665750,0.374
665804,0.345
665828,0.286
665833,0.342
665839,0.414
665862,0.444
665877,0.255
665923,0.329
665926,0.343
666018,0.386
666023,0.401
666134,0.534
666135,0.417
666139,0.451
666149,0.416
666150,0.415
666152,0.185
666160,0.512
666163,0.197
666164,0.212
666165,0.424
666176,0.477
666181,0.503
666182,0.415
666185,0.298
666197,0.318
666198,0.352
666211,0.361
666310,0.401
666397,0.483
666624,0.475
666703,0.468
666801,0.335
666906,0.298
666915,0.508
666969,0.451
666971,0.373
667452,0.339
667472,0.369
667670,0.482
668227,0.396
668472,0.444
668670,0.428
668709,0.317
668715,0.404
668731,0.347
668800,0.386
668804,0.395
668843,0.387
668901,0.357
668904,0.484
668930,0.288
668939,0.362
668942,0.332
669003,0.472
669004,0.387
669016,0.475
669087,0.531
669127,0.376
669134,0.394
669221,0.415
669222,0.353
669224,0.364
669242,0.329
669257,0.354
669261,0.45
669289,0.295
669304,0.265
669352,0.265
669357,0.466
669364,0.334
669369,0.264
669392,0.308
669394,0.454
669397,0.263
669477,0.298
669701,0.298
669707,0.456
669720,0.413
669742,0.262
669743,0.271
669911,0.292
670032,0.279
670042,0.477
670097,0.326
670156,0.309
670223,0.299
670242,0.505
670541,0.466
670623,0.391
670712,0.348
670764,0.325
670770,0.383
671056,0.401
671213,0.445
671218,0.316
671221,0.39
671277,0.316
671289,0.32
671732,0.324
671739,0.405
672275,0.362
672284,0.437
672356,0.369
672386,0.294
672478,0.33
672515,0.37
672580,0.35
672695,0.323
672724,0.279
672779,0.299
672820,0.304
673237,0.425
673357,0.488
673490,0.36
673548,0.427
673962,0.449
675656,0.347
675961,0.295
676059,0.378
676116,0.457
676356,0.362
676369,0.489
676391,0.403
676475,0.312
676480,0.341
676609,0.316
676694,0.358
676701,0.322
676724,0.379
676801,0.449
676914,0.579
676946,0.353
677008,0.439
677347,0.153
677551,0.374
677587,0.36
677592,0.26
677594,0.436
677595,0.368
677649,0.43
677800,0.483
677941,0.184
677950,0.328
677951,0.393
678009,0.357
678225,0.318
678246,0.302
678545,0.318
678554,0.346
678662,0.389
678882,0.394
678894,0.39
679032,0.435
679529,0.391
679631,0.286
679845,0.395
679881,0.363
680118,0.405
680574,0.49
680700,0.362
680757,0.306
680776,0.447
680777,0.473
680779,0.343
680869,0.461
680911,0.337
680977,0.359
681082,0.354
681146,0.211
681297,0.173
681351,0.413
681481,0.435
681546,0.456
681584,0.296
681807,0.392
681987,0.11
682073,0.21
682515,0.339
682617,0.41
682622,0.423
682626,0.377
682641,0.297
682829,0.429
682848,0.315
682928,0.349
682985,0.444
682998,0.423
683002,0.431
683011,0.357
683021,0.32
683146,0.329
683734,0.375
683737,0.303
685133,0.382
686217,0.311
686452,0.387
686469,0.331
686527,0.319
686531,0.382
686668,0.366
686676,0.131
686681,0.332
686759,0.257
686823,0.307
686894,0.346
687093,0.333
687263,0.342
687401,0.262
687462,0.395
687799,0.443
687952,0.458
689172,0.279
691016,0.258
691023,0.404
691026,0.217
691176,0.518
691406,0.329
691783,0.177
693049,0.316
693304,0.333
694384,0.319
694497,0.628
696100,0.354
696285,0.318
807799,0.366
