453568,0.553
455117,0.933
457705,0.727
457759,1.156
467793,1.117
474832,0.959
500871,0.686
502110,1.328
502671,1.027
514888,1.249
518692,1.027
518792,0.674
519058,0.742
519203,0.967
521692,0.837
527038,0.859
542303,1.05
543257,0.893
543760,0.743
543807,0.687
545341,0.993
547989,0.751
553993,0.728
571448,0.723
571657,1.008
571771,0.718
571970,1.047
572191,1.227
572233,0.897
572761,0.49
573262,1.008
592192,0.669
592206,1.03
592273,1.012
592450,1.264
592518,1.038
592626,0.572
592663,0.747
592669,0.723
592696,0.939
593160,0.772
593428,0.965
593871,1.066
594807,0.976
595777,0.513
595879,0.561
596019,0.848
596142,1.126
596146,1.233
600869,0.841
605137,0.872
605141,1.087
606115,0.876
606466,0.827
607043,0.926
607208,1.086
608070,0.68
608324,1.007
608336,1.133
608369,1.285
608841,0.893
621020,1.192
621035,0.757
621043,0.932
621438,1.001
621439,0.835
621493,0.882
621550,0.993
621566,1.107
623993,0.904
624413,0.885
624428,0.91
624585,0.98
630105,0.789
641355,0.909
641487,0.645
641584,0.895
641598,0.86
641680,0.785
641857,1.073
642086,0.477
642350,1.15
642715,0.732
642731,0.841
643376,1.009
643393,0.503
643446,0.803
645277,1.21
645801,1.221
646240,1.13
647304,1.127
650333,0.959
650391,1.042
650402,0.794
650489,0.73
650559,1.041
650859,0.871
656716,0.512
656775,0.802
656811,1.064
656941,0.97
657041,0.836
657077,0.948
657557,0.677
657757,0.58
658668,0.776
660271,1.505
660670,1.122
660688,0.834
661388,0.908
662139,0.698
663538,0.462
663586,1.139
663656,0.804
663728,0.962
663743,0.477
663757,0.716
664023,1.395
664034,0.527
664040,1.021
664056,0.467
664761,1.145
664774,0.85
664913,0.931
665161,0.705
665487,0.919
665489,0.868
665742,1.146
665828,0.507
665926,1.044
666160,0.882
666624,1.044
666969,0.951
666971,1.156
667670,1.31
668227,1.3
668670,1.28
668715,0.9
668800,0.859
668804,1.105
668939,1.017
669004,0.613
669127,0.857
669221,1.064
669242,0.9
669257,0.737
669261,1.093
669357,1.208
669394,1.106
669720,0.85
669743,0.467
670541,1.332
670623,1.021
670770,0.804
671213,1.086
672695,0.327
673237,1.336
673357,1.155
673490,0.776
673548,1.168
673962,1.121
676116,1.051
676801,0.925
677551,0.742
677594,0.687
677649,0.769
677951,1.071
678662,1.07
679529,0.974
681082,1.192
681481,0.999
681546,0.987
682626,1.214
682928,0.961
682998,0.702
683002,1.051
683011,0.821
683734,0.856
686469,0.769
686681,0.815
